data_year,offender_id,incident_id,offender_seq_num,age_id,age_num,sex_code,race_id,ethnicity_id,age_range_low_num,age_range_high_num
2022,182684558,160891554,0,104,NS,X,99,50,,
2022,182684559,160891555,1,62,59,M,20,20,59,
2022,182684561,160891557,1,53,50,M,10,40,50,
2022,182684562,160891558,0,104,NS,X,99,50,,
2022,182684563,160891559,1,34,31,M,10,10,31,
2022,182684564,160891560,1,57,54,M,20,20,54,
2022,184638493,162620859,1,64,61,F,20,20,61,
2022,182684565,160891561,0,104,NS,X,99,50,,
2022,182684566,160891562,0,104,NS,X,99,50,,
2022,182684567,160891563,0,104,NS,X,99,50,,
2022,182684568,160891564,1,73,70,M,10,20,70,
2022,182684570,160891566,1,28,25,F,20,40,20,30
2022,184638494,162620860,1,42,39,M,10,10,39,
2022,182684571,160891567,1,29,26,F,10,20,26,
2022,182638710,160851701,0,104,NS,X,99,50,,
2022,182944012,161121166,1,45,42,M,10,20,42,
2022,184638495,162620861,1,27,24,M,10,20,24,
2022,182684572,160891568,1,63,60,M,20,20,60,
2022,182684573,160891569,1,30,27,F,10,10,27,
2022,182684574,160891570,0,104,NS,X,99,50,,
2022,184638496,162620862,1,34,31,M,20,20,31,
2022,184638497,162620862,2,21,18,F,20,20,18,
2022,184638498,162620863,1,43,40,F,10,20,40,
2022,182684577,160891572,1,43,40,M,20,20,40,
2022,182684579,160891574,1,42,39,F,10,20,39,
2022,182684580,160891575,1,44,41,F,20,20,41,
2022,184638499,162620864,1,33,30,F,10,20,30,
2022,182684582,160891577,1,38,35,F,10,20,35,
2022,182684583,160891578,1,31,28,F,10,10,28,
2022,182684584,160891578,2,42,39,M,10,10,39,
2022,182684585,160891579,1,20,17,F,10,20,17,
2022,182684586,160891580,1,39,36,M,10,20,36,
2022,182684587,160891581,1,32,29,F,20,20,29,
2022,184638500,162620865,1,41,38,M,10,20,38,
2022,182684588,160891582,1,39,36,M,10,20,36,
2022,182684589,160891583,0,104,NS,X,99,50,,
2022,184638501,162620866,1,51,48,M,10,10,48,
2022,192240503,169344093,1,44,41,M,10,20,41,
2022,182684590,160891584,1,47,44,M,10,20,44,
2022,187104442,164803646,1,37,34,M,20,20,34,
2022,182684592,160891586,1,27,24,F,20,20,24,
2022,192240504,169344094,1,30,27,M,10,20,27,
2022,182684593,160891587,1,34,31,M,10,10,31,
2022,182684595,160891589,1,63,60,M,10,20,60,
2022,182684596,160891590,1,46,43,M,20,20,43,
2022,182684597,160891590,2,22,19,M,20,40,19,
2022,182638711,160851702,0,104,NS,X,99,50,,
2022,189789019,167178298,1,34,31,M,10,10,31,
2022,182684598,160891591,1,34,31,M,10,10,31,
2022,184638502,162620867,0,104,NS,X,99,50,,
2022,182638712,160851703,0,104,NS,X,99,50,,
2022,182684599,160891592,0,104,NS,X,99,50,,
2022,182684600,160891593,1,27,24,F,20,20,24,
2022,193187889,170175797,0,104,NS,X,99,50,,
2022,182684602,160891595,0,104,NS,X,99,50,,
2022,182684603,160891596,1,52,49,M,10,10,49,
2022,184638503,162620868,1,26,23,M,10,10,23,
2022,182684605,160891598,1,30,27,M,20,20,27,
2022,182684606,160891599,1,28,25,M,20,20,25,
2022,182684607,160891600,0,104,NS,X,99,50,,
2022,182684608,160891601,1,55,52,M,20,20,52,
2022,184638504,162620869,1,37,34,M,10,20,34,
2022,182684609,160891602,0,104,NS,X,99,50,,
2022,182684610,160891603,1,54,51,M,10,20,51,
2022,184638505,162620870,1,44,41,M,10,20,41,
2022,182684611,160891604,1,29,26,M,20,20,26,
2022,182684612,160891605,1,46,43,M,10,20,43,
2022,184638506,162620871,1,33,30,M,20,20,30,
2022,184638507,162620872,1,44,41,F,20,20,41,
2022,184638508,162620873,1,49,46,M,20,20,46,
2022,184638509,162620873,2,50,47,F,10,10,47,
2022,182638713,160851704,0,104,NS,X,99,50,,
2022,182684613,160891606,1,33,30,M,20,20,30,
2022,182638714,160851705,0,104,NS,X,99,50,,
2022,182684615,160891608,1,35,32,F,20,20,32,
2022,182638715,160851706,0,104,NS,X,99,50,,
2022,182638716,160851707,1,40,37,F,20,20,37,
2022,182684616,160891609,0,104,NS,X,99,50,,
2022,182684617,160891610,1,56,53,M,20,20,53,
2022,182638717,160851708,0,104,NS,X,99,50,,
2022,182684618,160891611,1,58,55,M,10,20,55,
2022,182684619,160891612,1,59,56,F,10,20,56,
2022,182638718,160851709,0,104,NS,X,99,50,,
2022,182684620,160891613,0,104,NS,X,99,50,,
2022,182684621,160891614,1,29,26,M,10,20,26,
2022,182684622,160891615,1,76,73,M,10,20,73,
2022,182684623,160891616,1,36,33,M,20,20,33,
2022,185554997,163426473,0,104,NS,X,99,50,,
2022,182684625,160891618,0,104,NS,X,99,50,,
2022,184638510,162620874,1,53,50,M,20,20,50,
2022,184638511,162620875,1,43,40,F,10,20,40,
2022,184638512,162620876,1,60,57,M,10,20,57,
2022,182684626,160891619,0,104,NS,X,99,50,,
2022,184638515,162620878,1,31,28,F,10,10,28,
2022,184638516,162620879,1,34,31,F,20,20,31,
2022,182684627,160891620,0,104,NS,X,99,50,,
2022,182684628,160891621,1,34,31,M,20,20,31,
2022,182684629,160891622,1,64,61,M,10,20,61,
2022,182684631,160891624,1,83,80,F,10,20,80,
2022,184638517,162620880,0,104,NS,X,99,50,,
2022,187301327,164978376,1,42,39,M,10,20,39,
2022,182684633,160891626,0,104,NS,X,99,50,,
2022,182684634,160891627,1,50,47,M,20,20,47,
2022,184638518,162620881,0,104,NS,X,99,50,,
2022,182684636,160891629,1,37,34,M,10,20,34,
2022,184638519,162620882,0,104,NS,X,99,50,,
2022,182684637,160891630,0,104,NS,X,99,50,,
2022,182684638,160891631,1,27,24,M,10,10,24,
2022,184638520,162620883,1,52,49,M,40,20,49,
2022,182796529,160989513,1,20,17,M,20,20,17,
2022,182684639,160891632,0,104,NS,X,99,50,,
2022,182638720,160851711,0,104,NS,X,99,50,,
2022,182684640,160891633,0,104,NS,X,99,50,,
2022,182638721,160851712,0,104,NS,X,99,50,,
2022,182684641,160891634,0,104,NS,X,99,50,,
2022,182638722,160851713,0,104,NS,X,99,50,,
2022,184638521,162620884,1,33,30,M,20,20,30,
2022,182638723,160851714,0,104,NS,X,99,50,,
2022,184638522,162620885,1,35,32,M,10,20,32,
2022,182684642,160891635,0,104,NS,X,99,50,,
2022,182684643,160891636,1,33,30,M,10,40,25,35
2022,192391327,169476544,1,38,35,M,20,40,30,40
2022,182684646,160891639,1,52,49,M,20,20,49,
2022,182684647,160891640,1,62,59,M,10,20,59,
2022,182684648,160891641,0,104,NS,X,99,50,,
2022,182638724,160851715,0,104,NS,X,99,50,,
2022,182684649,160891642,1,29,26,F,10,20,26,
2022,192240505,169344095,1,37,34,M,10,20,34,
2022,182684650,160891643,1,50,47,M,10,20,47,
2022,182684651,160891644,1,39,36,F,10,20,36,
2022,184638524,162620887,1,34,31,M,20,10,31,
2022,182684652,160891645,0,104,NS,X,99,50,,
2022,192240506,169344096,1,50,47,F,10,40,47,
2022,184638525,162620888,1,25,22,M,10,20,22,
2022,182684653,160891646,0,104,NS,X,99,50,,
2022,182684654,160891647,1,103,00,F,20,40,,
2022,182638725,160851716,1,37,34,M,20,20,34,
2022,182638726,160851717,0,104,NS,X,99,50,,
2022,182684655,160891648,1,44,41,M,20,20,41,
2022,182684656,160891649,0,104,NS,X,99,50,,
2022,182684658,160891651,0,104,NS,X,99,50,,
2022,182684659,160891652,0,104,NS,X,99,50,,
2022,184638526,162620889,0,104,NS,X,99,50,,
2022,182684661,160891654,1,34,31,F,10,10,31,
2022,182684662,160891655,0,104,NS,X,99,50,,
2022,182684663,160891656,1,37,34,M,10,20,34,
2022,182684664,160891657,1,28,25,F,10,20,25,
2022,184638527,162620890,0,104,NS,X,99,50,,
2022,182684665,160891658,1,28,25,M,20,20,25,
2022,182684666,160891659,0,104,NS,X,99,50,,
2022,182684667,160891660,0,104,NS,X,99,50,,
2022,182638730,160851721,0,104,NS,X,99,50,,
2022,182684668,160891661,1,34,31,F,10,20,31,
2022,189445702,166872421,1,54,51,M,10,20,51,
2022,182684671,160891664,0,104,NS,X,99,50,,
2022,182684672,160891665,1,31,28,M,20,20,28,
2022,182684673,160891666,1,39,36,F,10,20,36,
2022,182684674,160891667,0,104,NS,X,99,50,,
2022,182684675,160891668,1,29,26,F,20,20,26,
2022,182684676,160891669,1,44,41,F,20,20,41,
2022,182684677,160891670,0,104,NS,X,99,50,,
2022,182638732,160851723,0,104,NS,X,99,50,,
2022,184638528,162620891,1,42,39,F,20,20,39,
2022,182684678,160891671,0,104,NS,X,99,50,,
2022,184638529,162620892,0,104,NS,X,99,50,,
2022,182684679,160891672,1,34,31,M,10,10,31,
2022,182684680,160891672,2,33,30,F,10,20,30,
2022,182857334,161044514,1,103,00,M,10,20,,
2022,182857335,161044515,1,24,21,M,20,20,21,
2022,182684682,160891674,1,42,39,M,20,20,39,
2022,182796531,160989515,1,42,39,M,40,20,39,
2022,182684684,160891676,0,104,NS,X,99,50,,
2022,182684686,160891678,1,30,27,M,10,10,27,
2022,182684687,160891679,1,39,36,F,10,20,36,
2022,182638733,160851724,1,55,52,F,10,10,52,
2022,184638530,162620893,1,34,31,F,20,20,31,
2022,182684688,160891680,0,104,NS,X,99,50,,
2022,184638531,162620894,1,37,34,M,20,20,34,
2022,184638532,162620894,2,37,34,M,20,20,34,
2022,182684689,160891681,0,104,NS,X,99,50,,
2022,182684690,160891682,1,34,31,M,10,20,31,
2022,184638533,162620895,1,47,44,F,10,40,44,
2022,184638534,162620895,2,39,36,M,10,20,36,
2022,191002400,168251568,1,35,32,M,20,20,32,
2022,184638535,162620896,1,39,36,F,10,20,36,
2022,184638536,162620897,1,55,52,M,20,20,52,
2022,182684691,160891683,1,29,26,F,20,20,26,
2022,184638537,162620898,0,104,NS,X,99,50,,
2022,184638538,162620899,1,40,37,F,10,20,37,
2022,184638539,162620899,2,37,34,M,10,20,34,
2022,182638734,160851725,1,44,41,F,20,20,41,
2022,184638540,162620900,1,30,27,F,20,20,27,
2022,182638735,160851726,1,39,36,F,10,20,36,
2022,184638541,162620901,1,34,31,F,20,20,31,
2022,184638542,162620902,1,63,60,M,20,20,60,
2022,190806871,168078512,1,27,24,M,20,20,24,
2022,190806872,168078512,2,26,23,M,20,20,23,
2022,184638543,162620903,1,103,00,M,20,20,,
2022,183139828,161297297,0,104,NS,X,99,50,,
2022,184638544,162620904,1,56,53,F,10,20,53,
2022,182857339,161044518,0,104,NS,X,99,50,,
2022,182796534,160989517,1,31,28,F,10,20,28,
2022,184638545,162620905,1,34,31,F,10,20,31,
2022,184638546,162620906,1,25,22,M,10,20,22,
2022,184638547,162620907,1,39,36,F,10,20,36,
2022,184638548,162620908,1,20,17,M,10,20,17,
2022,182860453,161047421,1,29,26,M,98,40,26,
2022,184638549,162620909,1,44,41,M,10,10,41,
2022,183139830,161297299,1,43,40,F,10,20,40,
2022,184638550,162620910,0,104,NS,X,99,50,,
2022,184638551,162620911,1,62,59,F,20,20,59,
2022,184638552,162620911,2,43,40,F,40,20,40,
2022,184638553,162620911,3,35,32,F,20,20,32,
2022,184638554,162620911,4,36,33,F,20,20,33,
2022,192240507,169344097,1,48,45,M,10,20,45,
2022,178226507,156952846,1,65,62,M,20,40,62,
2022,178226508,156952847,1,52,49,M,20,20,49,
2022,178144021,156880329,1,44,41,M,10,20,41,
2022,178144022,156880330,1,46,43,M,10,20,43,
2022,184638555,162620912,1,56,53,F,10,20,53,
2022,184638556,162620913,0,104,NS,X,99,50,,
2022,184638557,162620914,0,104,NS,X,99,50,,
2022,184638558,162620915,0,104,NS,X,99,50,,
2022,184638559,162620916,0,104,NS,X,99,50,,
2022,184638560,162620917,1,33,30,F,10,20,30,
2022,184638561,162620918,0,104,NS,X,99,50,,
2022,184638562,162620919,0,104,NS,X,99,50,,
2022,184638563,162620920,1,40,37,F,10,20,37,
2022,184638564,162620920,2,40,37,M,10,20,37,
2022,184638565,162620921,1,33,30,F,10,20,30,
2022,184638566,162620922,1,33,30,F,10,20,30,
2022,184638567,162620923,1,33,30,F,10,20,30,
2022,184638568,162620924,1,33,30,F,10,20,30,
2022,184638569,162620925,1,33,30,F,10,20,30,
2022,184638571,162620927,1,33,30,F,10,20,30,
2022,184638572,162620928,1,33,30,F,10,20,30,
2022,184638573,162620929,1,30,27,F,10,10,27,
2022,184638574,162620930,0,104,NS,X,99,50,,
2022,184638575,162620931,1,65,62,M,10,20,62,
2022,184638576,162620932,1,40,37,M,10,20,37,
2022,184638577,162620933,1,37,34,F,20,20,34,
2022,185740697,163592211,1,45,42,M,10,20,42,
2022,184638578,162620934,1,37,34,F,20,20,34,
2022,184638579,162620935,1,26,23,M,10,20,23,
2022,184638580,162620936,1,45,42,F,10,10,42,
2022,184638581,162620937,0,104,NS,X,99,50,,
2022,184638582,162620938,1,50,47,M,20,20,47,
2022,184638583,162620939,1,70,67,M,98,40,67,
2022,185777047,163625006,1,64,61,M,20,20,61,
2022,184638584,162620940,1,43,40,M,10,20,40,
2022,192240508,169344098,1,35,32,F,10,20,32,
2022,192240509,169344098,2,70,67,M,20,20,67,
2022,184638585,162620941,1,44,41,F,20,20,41,
2022,184638586,162620942,1,49,46,F,20,20,46,
2022,184638587,162620943,1,37,34,M,40,20,34,
2022,184638588,162620944,1,38,35,M,10,20,35,
2022,184638589,162620945,1,68,65,F,10,20,65,
2022,185066465,162999589,1,32,29,M,10,20,29,
2022,186210129,164009403,1,72,69,M,40,20,69,
2022,192240510,169344099,1,64,61,M,10,20,61,
2022,184638590,162620946,0,104,NS,X,99,50,,
2022,184638591,162620947,1,63,60,F,20,20,60,
2022,187151884,164846192,0,104,NS,X,99,50,,
2022,185491221,163370223,0,104,NS,X,99,50,,
2022,178144023,156880331,1,33,30,M,20,20,30,
2022,178144024,156880332,1,37,34,M,10,10,34,
2022,178144025,156880332,2,39,36,M,10,10,36,
2022,178144026,156880332,3,33,30,M,10,10,30,
2022,178144027,156880333,1,45,42,M,10,20,42,
2022,178144028,156880334,1,57,54,M,10,20,54,
2022,178144029,156880335,0,104,NS,X,99,50,,
2022,178144030,156880336,1,82,79,M,10,20,79,
2022,178144031,156880337,0,104,NS,X,99,50,,
2022,178144032,156880338,0,104,NS,X,99,50,,
2022,179791480,158329623,1,37,34,F,10,20,34,
2022,179791482,158329625,1,34,31,M,10,40,31,
2022,179791483,158329626,1,51,48,F,10,20,48,
2022,179791484,158329627,1,43,40,F,10,20,40,
2022,179791485,158329627,2,49,46,M,20,20,46,
2022,184640638,162622772,0,104,NS,X,99,50,,
2022,184640639,162622773,1,58,55,M,20,40,55,
2022,184640640,162622774,1,44,41,M,20,20,41,
2022,184640641,162622774,2,41,38,M,20,20,38,
2022,184640642,162622775,0,104,NS,X,99,50,,
2022,184640643,162622776,0,104,NS,X,99,50,,
2022,184640644,162622777,1,57,54,F,20,40,54,
2022,184640645,162622778,1,29,26,M,20,20,26,
2022,184640646,162622779,1,31,28,F,10,20,28,
2022,186074424,163888588,1,31,28,M,10,20,28,
2022,184640647,162622780,1,43,40,M,10,20,40,
2022,184640648,162622781,1,43,40,M,10,20,40,
2022,184640649,162622782,0,104,NS,X,99,50,,
2022,184640650,162622783,0,104,NS,X,99,50,,
2022,184640651,162622784,0,104,NS,X,99,50,,
2022,184640652,162622785,0,104,NS,X,99,50,,
2022,184640654,162622787,1,57,54,M,10,20,54,
2022,184640655,162622787,2,35,32,F,10,20,32,
2022,184640656,162622788,1,44,41,M,20,20,41,
2022,184640657,162622789,1,53,50,M,10,10,50,
2022,184640658,162622790,0,104,NS,X,99,50,,
2022,184640659,162622791,1,40,37,M,10,20,37,
2022,184638594,162620950,1,65,62,F,10,20,62,
2022,184638595,162620951,1,26,23,F,20,20,23,
2022,185933117,163763812,1,42,39,F,10,20,39,
2022,184640660,162622792,0,104,NS,X,99,50,,
2022,184638597,162620953,1,42,39,M,10,20,39,
2022,184638598,162620954,0,104,NS,X,99,50,,
2022,184638599,162620955,0,104,NS,X,99,50,,
2022,184638600,162620956,1,35,32,F,10,10,32,
2022,189789021,167178300,1,83,80,F,10,20,80,
2022,184638601,162620957,0,104,NS,X,99,50,,
2022,189789022,167178301,1,52,49,M,10,20,49,
2022,184638602,162620958,0,104,NS,X,99,50,,
2022,184638603,162620959,0,104,NS,X,99,50,,
2022,184638604,162620960,0,104,NS,X,99,50,,
2022,184638605,162620961,0,104,NS,X,99,50,,
2022,185045369,162980760,1,56,53,F,10,20,53,
2022,184638606,162620962,0,104,NS,X,99,50,,
2022,192240511,169344100,1,47,44,M,10,20,44,
2022,193477959,170429598,1,32,29,M,10,20,29,
2022,184640661,162622793,0,104,NS,X,99,50,,
2022,184640662,162622794,0,104,NS,X,99,50,,
2022,184640663,162622795,1,58,55,M,20,20,55,
2022,184640664,162622796,0,104,NS,X,99,50,,
2022,184640665,162622797,0,104,NS,X,99,50,,
2022,184640666,162622798,1,58,55,M,10,20,55,
2022,184640667,162622799,1,29,26,M,20,20,26,
2022,184640668,162622800,1,31,28,F,10,50,28,
2022,184640669,162622801,0,104,NS,X,99,50,,
2022,184640670,162622802,1,27,24,M,20,20,24,
2022,184640671,162622802,2,27,24,F,20,40,24,
2022,184640672,162622803,0,104,NS,X,99,50,,
2022,184640673,162622804,1,47,44,U,98,40,18,70
2022,184640674,162622805,1,47,44,U,98,50,18,70
2022,184640675,162622806,1,34,31,M,10,10,31,
2022,184640676,162622807,1,39,36,F,10,20,36,
2022,184640677,162622808,1,34,31,M,10,20,31,
2022,184640678,162622809,0,104,NS,X,99,50,,
2022,184640679,162622810,1,34,31,F,10,40,31,
2022,184640680,162622811,1,32,29,U,98,50,18,40
2022,184640681,162622812,0,104,NS,X,99,50,,
2022,184640682,162622813,1,26,23,M,20,20,23,
2022,184640683,162622814,1,22,19,M,10,20,19,
2022,184640684,162622815,1,37,34,U,98,40,18,50
2022,184640685,162622816,1,22,19,M,10,20,19,
2022,184640686,162622817,0,104,NS,X,99,50,,
2022,184640687,162622818,0,104,NS,X,99,50,,
2022,184640688,162622819,0,104,NS,X,99,50,,
2022,184640689,162622820,1,41,38,M,20,20,38,
2022,184640690,162622821,1,34,31,M,10,10,31,
2022,184640691,162622822,0,104,NS,X,99,50,,
2022,184640692,162622823,1,42,39,F,10,20,39,
2022,184640693,162622824,1,34,31,M,10,20,31,
2022,184640694,162622825,1,71,68,M,20,20,68,
2022,184640695,162622826,1,27,24,M,20,20,24,
2022,184640696,162622826,2,31,28,F,20,20,28,
2022,184640698,162622828,0,104,NS,X,99,50,,
2022,184640699,162622829,1,28,25,M,10,50,20,30
2022,184640700,162622830,0,104,NS,X,99,50,,
2022,184640701,162622831,0,104,NS,X,99,50,,
2022,184640702,162622832,0,104,NS,X,99,50,,
2022,184640703,162622833,1,20,17,M,20,20,17,
2022,184640704,162622833,5,18,15,M,20,20,15,
2022,184640705,162622833,4,17,14,M,20,20,14,
2022,184640706,162622833,3,16,13,M,20,20,13,
2022,184640707,162622833,2,19,16,M,20,20,16,
2022,184640708,162622834,1,33,30,M,10,50,30,
2022,184640709,162622834,2,35,32,M,10,50,32,
2022,184640710,162622834,3,33,30,M,10,40,25,35
2022,184640711,162622835,1,32,29,U,98,50,18,40
2022,184640712,162622835,2,32,29,U,98,50,18,40
2022,184640713,162622836,0,104,NS,X,99,50,,
2022,184640715,162622838,1,33,30,M,20,50,20,40
2022,184640716,162622839,1,33,30,M,20,20,30,
2022,184640717,162622839,2,26,23,F,20,20,23,
2022,184640718,162622840,1,30,27,M,10,10,27,
2022,184640719,162622840,2,29,26,F,10,10,26,
2022,184640720,162622841,0,104,NS,X,99,50,,
2022,184640721,162622842,1,44,41,F,10,20,41,
2022,184640722,162622843,1,43,40,M,10,20,40,
2022,184640723,162622844,1,38,35,M,10,20,35,
2022,184640724,162622844,2,48,45,F,10,20,45,
2022,184640725,162622844,3,63,60,M,10,10,60,
2022,184640726,162622845,1,21,18,M,10,10,18,
2022,184640727,162622846,1,21,18,M,10,10,18,
2022,184640728,162622847,1,42,39,F,10,20,39,
2022,184640729,162622848,0,104,NS,X,99,50,,
2022,184640730,162622849,0,104,NS,X,99,50,,
2022,184640731,162622850,1,39,36,M,20,20,36,
2022,184640732,162622851,0,104,NS,X,99,50,,
2022,184640733,162622852,0,104,NS,X,99,50,,
2022,184640734,162622853,1,63,60,M,10,20,60,
2022,184640735,162622854,1,38,35,M,98,40,20,50
2022,184640736,162622855,1,35,32,M,20,20,32,
2022,184640737,162622856,0,104,NS,X,99,50,,
2022,184640738,162622857,0,104,NS,X,99,50,,
2022,184640739,162622858,0,104,NS,X,99,50,,
2022,184640740,162622859,0,104,NS,X,99,50,,
2022,184640741,162622860,1,33,30,M,10,10,25,35
2022,184640742,162622861,0,104,NS,X,99,50,,
2022,184640743,162622862,1,59,56,M,20,20,56,
2022,184640744,162622863,1,50,47,M,10,20,47,
2022,184640745,162622864,0,104,NS,X,99,50,,
2022,184640746,162622865,1,37,34,M,10,20,34,
2022,184640747,162622865,2,42,39,F,10,20,39,
2022,184640748,162622866,1,72,69,M,10,20,69,
2022,184640749,162622867,1,33,30,M,10,10,30,
2022,184640750,162622868,0,104,NS,X,99,50,,
2022,184640751,162622869,1,19,16,M,20,20,16,
2022,184640752,162622870,0,104,NS,X,99,50,,
2022,184640753,162622871,0,104,NS,X,99,50,,
2022,184640754,162622872,1,49,46,M,10,10,46,
2022,184640755,162622873,0,104,NS,X,99,50,,
2022,184640756,162622874,0,104,NS,X,99,50,,
2022,184640757,162622875,0,104,NS,X,99,50,,
2022,184640758,162622876,0,104,NS,X,99,50,,
2022,184640759,162622877,1,34,31,M,10,50,31,
2022,184640760,162622878,1,33,30,F,10,20,30,
2022,184640761,162622879,0,104,NS,X,99,50,,
2022,184640762,162622880,1,32,29,F,20,20,29,
2022,184640763,162622881,1,58,55,F,20,20,55,
2022,184640764,162622882,1,21,18,F,10,20,18,
2022,184640765,162622882,2,43,40,F,10,20,40,
2022,184640766,162622883,0,104,NS,X,99,50,,
2022,184640767,162622884,1,29,26,M,20,20,26,
2022,184640768,162622884,2,24,21,F,20,20,21,
2022,184640769,162622885,0,104,NS,X,99,50,,
2022,184640770,162622886,0,104,NS,X,99,50,,
2022,184640771,162622887,0,104,NS,X,99,50,,
2022,184640772,162622888,0,104,NS,X,99,50,,
2022,184640774,162622890,1,45,42,M,20,10,42,
2022,184640775,162622891,0,104,NS,X,99,50,,
2022,184640776,162622892,0,104,NS,X,99,50,,
2022,184640777,162622893,1,35,32,M,20,20,32,
2022,184640778,162622894,0,104,NS,X,99,50,,
2022,184640779,162622895,1,48,45,F,20,20,45,
2022,184640780,162622896,0,104,NS,X,99,50,,
2022,184640781,162622897,0,104,NS,X,99,50,,
2022,184640782,162622898,1,39,36,M,10,40,36,
2022,184640783,162622898,2,35,32,F,10,20,32,
2022,184640784,162622899,1,38,35,M,20,20,35,
2022,184640785,162622900,1,51,48,M,20,50,48,
2022,184640786,162622901,1,37,34,M,98,10,18,50
2022,184640787,162622901,2,51,48,M,10,20,48,
2022,184640788,162622902,1,52,49,M,10,20,49,
2022,184640789,162622903,0,104,NS,X,99,50,,
2022,184640790,162622904,1,69,66,M,10,20,66,
2022,184640791,162622905,0,104,NS,X,99,50,,
2022,184640792,162622906,1,57,54,M,20,10,54,
2022,184640793,162622907,0,104,NS,X,99,50,,
2022,184640794,162622908,1,27,24,M,20,20,24,
2022,184640795,162622909,1,28,25,M,20,50,25,
2022,184640796,162622910,1,32,29,F,20,20,29,
2022,185088379,163019002,0,104,NS,X,99,50,,
2022,187107240,164806159,1,50,47,M,20,20,47,
2022,187107241,164806160,1,28,25,M,10,10,25,
2022,187107242,164806161,1,28,25,M,10,10,25,
2022,187107243,164806162,1,26,23,M,20,20,23,
2022,187107244,164806162,2,28,25,M,20,50,25,
2022,187107245,164806162,3,25,22,M,20,20,22,
2022,187107246,164806163,0,104,NS,X,99,50,,
2022,187107247,164806164,1,31,28,M,10,20,28,
2022,187107248,164806165,0,104,NS,X,99,50,,
2022,187107250,164806167,1,24,21,M,10,10,21,
2022,187107251,164806168,0,104,NS,X,99,50,,
2022,187107252,164806169,1,26,23,M,20,20,23,
2022,184638607,162620963,1,36,33,F,20,20,33,
2022,185069142,163001987,0,104,NS,X,99,50,,
2022,187107253,164806170,0,104,NS,X,99,50,,
2022,187107254,164806171,1,44,41,M,20,20,41,
2022,187107256,164806173,1,71,68,F,20,50,68,
2022,187107257,164806173,2,23,20,F,20,50,20,
2022,187107258,164806173,3,27,24,M,20,50,24,
2022,187107259,164806174,1,62,59,M,10,20,59,
2022,187107260,164806175,1,57,54,M,20,20,54,
2022,187107261,164806176,0,104,NS,X,99,50,,
2022,187107262,164806177,2,27,24,F,10,20,24,
2022,187107263,164806177,1,36,33,F,10,20,33,
2022,187107264,164806178,1,24,21,M,20,20,21,
2022,187107265,164806179,0,104,NS,X,99,50,,
2022,185045370,162980761,0,104,NS,X,99,50,,
2022,185740698,163592212,0,104,NS,X,99,50,,
2022,185088380,163019003,1,42,39,M,10,20,39,
2022,185603222,163469080,0,104,NS,X,99,50,,
2022,185069143,163001988,0,104,NS,X,99,50,,
2022,185777048,163625007,1,19,16,M,10,20,16,
2022,185476280,163357010,0,104,NS,X,99,50,,
2022,188698275,166213577,1,39,36,M,20,20,36,
2022,193173313,170163008,0,104,NS,X,99,50,,
2022,185603223,163469081,0,104,NS,X,99,50,,
2022,188956208,166436593,1,43,40,M,10,10,40,
2022,185660615,163521032,0,104,NS,X,99,50,,
2022,185438542,163323223,0,104,NS,X,99,50,,
2022,186789053,164523819,1,17,14,M,98,40,14,
2022,186789054,164523819,2,7,04,M,98,40,04,
2022,186789055,164523819,3,17,14,M,10,20,14,
2022,185438543,163323224,0,104,NS,X,99,50,,
2022,185688109,163545734,1,30,27,M,20,20,27,
2022,186088661,163900865,1,31,28,F,10,20,28,
2022,179096359,157710173,0,104,NS,X,99,50,,
2022,179096360,157710174,0,104,NS,X,99,50,,
2022,179096361,157710175,2,32,29,M,10,50,29,
2022,179096362,157710175,3,33,30,F,10,20,30,
2022,179096363,157710176,0,104,NS,X,99,50,,
2022,179096364,157710177,2,23,20,M,20,50,20,
2022,179096365,157710178,2,22,19,M,10,20,19,
2022,179096366,157710179,2,50,47,M,20,20,47,
2022,179096367,157710180,0,104,NS,X,99,50,,
2022,179096368,157710181,2,55,52,M,20,20,52,
2022,179096369,157710182,0,104,NS,X,99,50,,
2022,179096370,157710183,1,33,30,F,10,50,30,
2022,179096371,157710183,2,39,36,M,10,20,36,
2022,179096372,157710184,1,30,27,F,20,20,27,
2022,179096373,157710185,2,49,46,M,20,20,46,
2022,179096374,157710186,1,32,29,M,20,20,29,
2022,179096375,157710187,1,39,36,M,10,50,36,
2022,179096376,157710187,3,34,31,F,10,50,31,
2022,179096377,157710188,1,33,30,M,10,20,30,
2022,179096378,157710189,0,104,NS,X,99,50,,
2022,179096379,157710190,2,31,28,M,10,20,28,
2022,179096380,157710191,1,22,19,F,20,20,19,
2022,179096381,157710192,1,24,21,M,20,20,21,
2022,179096382,157710193,1,40,37,M,10,20,37,
2022,179096383,157710194,1,49,46,M,10,20,46,
2022,179096384,157710195,0,104,NS,X,99,50,,
2022,179096385,157710196,1,60,57,F,20,20,57,
2022,179096386,157710197,1,18,15,F,20,20,15,
2022,179096387,157710198,2,33,30,M,20,20,30,
2022,179096388,157710199,1,62,59,F,20,20,59,
2022,179096389,157710200,1,42,39,F,20,50,39,
2022,179096390,157710201,1,20,17,M,20,20,17,
2022,179096391,157710202,0,104,NS,X,99,50,,
2022,179096392,157710203,3,40,37,F,10,20,37,
2022,179096393,157710204,2,31,28,F,20,20,28,
2022,179096394,157710205,2,24,21,M,20,20,21,
