data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_code_range_high
2022,179965487,162628220,1,8,,,,104,NS,X,99,50,,,
2022,179965488,162628221,3,4,,,,18,15,M,20,40,,15,
2022,186967946,168748034,1,1,,,,104,NS,X,99,50,,,
2022,179965489,162628222,1,4,,,,47,44,F,10,20,,44,
2022,186967949,168748036,1,1,,,,104,NS,X,99,50,,,
2022,179965490,162628223,1,4,,,,19,16,F,10,10,,16,
2022,179965491,162628224,1,4,,,,84,81,F,10,20,,81,
2022,186961825,168742676,1,4,,,,83,80,F,20,20,N,80,
2022,179965492,162628225,1,4,,,,46,43,F,10,20,,43,
2022,175710830,158913305,1,1,,,,104,NS,X,99,50,,,
2022,179965493,162628226,1,4,,,,64,61,M,10,20,,61,
2022,179965494,162628227,1,4,,,,42,39,F,10,20,R,39,
2022,174857218,158167236,1,4,,,,35,32,F,10,20,U,32,
2022,180782595,163337706,1,4,,,,85,82,M,10,20,,82,
2022,175710831,158913306,1,4,,,,43,40,F,20,20,R,40,
2022,180782596,163337707,1,4,,,,33,30,M,98,50,N,30,
2022,176202823,159342015,1,1,,,,104,NS,X,99,50,,,
2022,182788379,165100774,1,4,,,,66,63,F,10,20,R,63,
2022,180782597,163337708,4,4,,,,21,18,F,10,20,,18,
2022,174929272,158230138,1,4,,,,38,35,F,10,10,R,35,
2022,180782598,163337709,1,8,,,,104,NS,X,99,50,,,
2022,175027869,158316909,1,4,,,,29,26,F,10,20,R,26,
2022,180782599,163337710,1,1,,,,104,NS,X,99,50,,,
2022,180782600,163337711,1,4,,,,45,42,M,10,20,R,42,
2022,174857219,158167237,1,1,,,,104,NS,X,99,50,,,
2022,180782601,163337712,1,4,,,,57,54,M,10,40,,54,
2022,175090719,158371765,1,4,,,,52,49,M,20,20,R,49,
2022,182820494,165129148,1,4,,,,45,42,M,10,20,,42,
2022,179965615,162628335,4,5,2,9,,55,52,M,10,20,U,52,
2022,182820495,165129149,1,4,,,,48,45,F,10,20,,45,
2022,182820496,165129150,1,4,,,,51,48,F,10,20,,48,
2022,179965616,162628335,5,5,2,9,,46,43,M,10,20,U,43,
2022,182820497,165129151,1,4,,,,62,59,M,10,20,,59,
2022,179965617,162628335,6,4,,,,24,21,M,20,20,N,21,
2022,182820498,165129152,1,4,,,,26,23,F,10,20,,23,
2022,179965618,162628335,7,4,,,,61,58,F,20,20,N,58,
2022,175090720,158371766,1,1,,,,104,NS,X,99,50,,,
2022,182820499,165129153,3,1,,,,104,NS,X,99,50,,,
2022,182820500,165129154,1,4,,,,63,60,F,20,20,,60,
2022,182820501,165129155,1,8,,,,104,NS,X,99,50,,,
2022,182820502,165129156,1,4,,,,43,40,M,10,20,,40,
2022,182820503,165129157,1,4,,,,77,74,F,10,20,,74,
2022,182820504,165129158,1,4,,,,67,64,M,10,20,,64,
2022,182820505,165129159,3,4,,,,65,62,F,10,20,R,62,
2022,187221540,168963819,1,1,,,,104,NS,X,99,50,,,
2022,187221541,168963819,3,5,2,4,,103,00,F,10,20,U,,
2022,187750217,169427553,1,4,,,,44,41,M,20,20,N,41,
2022,175896333,159076166,1,4,,,,21,18,F,10,40,R,18,
2022,176434576,159543577,1,4,,,,48,45,F,20,20,R,45,
2022,175509928,158737547,1,1,,,,104,NS,X,99,50,,,
2022,176434577,159543578,1,1,,,,104,NS,X,99,50,,,
2022,175509929,158737548,1,3,,,,104,NS,X,99,50,,,
2022,175509930,158737549,1,1,,,,104,NS,X,99,50,,,
2022,175090722,158371768,1,4,,,,81,78,F,10,20,U,78,
2022,175509931,158737550,1,1,,,,104,NS,X,99,50,,,
2022,187221542,168963820,2,1,,,,104,NS,X,99,50,,,
2022,175509932,158737551,1,1,,,,104,NS,X,99,50,,,
2022,186961826,168742677,1,4,,,,41,38,F,10,20,R,38,
2022,175509933,158737552,1,1,,,,104,NS,X,99,50,,,
2022,175509934,158737553,1,1,,,,104,NS,X,99,50,,,
2022,186961827,168742678,1,4,,,,49,46,F,40,20,R,46,
2022,175509935,158737554,1,1,,,,104,NS,X,99,50,,,
2022,174929273,158230139,1,1,,,,104,NS,X,99,50,,,
2022,175509936,158737555,1,1,,,,104,NS,X,99,50,,,
2022,174929274,158230140,1,4,,,,40,37,F,20,20,U,37,
2022,175509937,158737556,1,4,,,,38,35,F,20,20,,35,
2022,175509938,158737557,1,4,,,,26,23,F,10,20,,23,
2022,175710833,158913308,1,4,,,,39,36,M,40,20,U,36,
2022,175509939,158737558,1,1,,,,104,NS,X,99,50,,,
2022,175509940,158737559,8,1,,,,104,NS,X,99,50,,,
2022,186961828,168742679,1,4,,,,81,78,F,10,20,U,78,
2022,175631128,158843751,1,1,,,,104,NS,X,99,50,,,
2022,175090726,158371772,1,4,,,,20,17,F,20,20,N,17,
2022,175631129,158843752,1,1,,,,104,NS,X,99,50,,,
2022,174857220,158167238,1,1,,,,104,NS,X,99,50,,,
2022,175631130,158843753,1,1,,,,104,NS,X,99,50,,,
2022,174857221,158167239,1,1,,,,104,NS,X,99,50,,,
2022,175631131,158843754,1,1,,,,104,NS,X,99,50,,,
2022,174857222,158167240,1,1,,,,104,NS,X,99,50,,,
2022,175631132,158843755,1,1,,,,104,NS,X,99,50,,,
2022,185211166,167213872,2,1,,,,104,NS,X,99,50,,,
2022,175631133,158843756,1,1,,,,104,NS,X,99,50,,,
2022,175631134,158843757,1,1,,,,104,NS,X,99,50,,,
2022,175896334,159076167,1,4,,,,65,62,F,10,20,R,62,
2022,175631135,158843758,1,1,,,,104,NS,X,99,50,,,
2022,186961829,168742680,1,4,,,,49,46,M,10,20,R,46,
2022,175631136,158843759,1,1,,,,104,NS,X,99,50,,,
2022,174929275,158230141,1,1,,,,104,NS,X,99,50,,,
2022,175631137,158843760,1,1,,,,104,NS,X,99,50,,,
2022,175631138,158843761,1,1,,,,104,NS,X,99,50,,,
2022,175509857,158737476,1,4,,,,28,25,M,10,40,N,25,
2022,175631139,158843762,1,1,,,,104,NS,X,99,50,,,
2022,175631140,158843763,1,1,,,,104,NS,X,99,50,,,
2022,186961830,168742681,1,1,,,,104,NS,X,99,50,,,
2022,175631141,158843764,1,1,,,,104,NS,X,99,50,,,
2022,186961831,168742682,1,4,,,,87,84,M,10,20,R,84,
2022,175631142,158843765,1,1,,,,104,NS,X,99,50,,,
2022,176286980,159414676,1,1,,,,104,NS,X,99,50,,,
2022,175631143,158843766,1,1,,,,104,NS,X,99,50,,,
2022,175631144,158843767,1,4,,,,38,35,F,20,20,,35,
2022,175090728,158371774,1,4,,,,40,37,F,10,20,U,37,
2022,175631145,158843768,1,1,,,,104,NS,X,99,50,,,
2022,186961832,168742683,1,4,,,,34,31,M,10,10,U,31,
2022,175631146,158843769,1,1,,,,104,NS,X,99,50,,,
2022,175631147,158843770,1,1,,,,104,NS,X,99,50,,,
2022,175090729,158371775,1,4,,,,55,52,F,10,20,R,52,
2022,175631148,158843771,1,4,,,,60,57,F,20,20,,57,
2022,186961833,168742684,1,4,,,,24,21,M,20,20,R,21,
2022,175631149,158843772,1,4,,,,19,16,M,10,10,R,16,
2022,175631150,158843773,1,1,,,,104,NS,X,99,50,,,
2022,179965619,162628336,1,1,,,,104,NS,X,99,50,,,
2022,175631151,158843774,1,4,,,,27,24,F,20,20,,24,
2022,186961834,168742685,1,4,,,,61,58,F,20,20,R,58,
2022,175631152,158843775,1,4,,,,23,20,F,10,10,,20,
2022,175631153,158843776,1,1,,,,104,NS,X,99,50,,,
2022,188254618,169867333,1,4,,,,19,16,F,98,40,U,16,
2022,175631154,158843777,1,4,,,,20,17,M,20,10,,17,
2022,175509858,158737477,1,1,,,,104,NS,X,99,50,,,
2022,175631155,158843778,1,1,,,,104,NS,X,99,50,,,
2022,175631156,158843779,1,8,,,,104,NS,X,99,50,,,
2022,176379511,159495366,1,4,,,,29,26,M,98,40,R,26,
2022,175631157,158843780,1,4,,,,62,59,M,10,40,,59,
2022,188254619,169867334,1,1,,,,104,NS,X,99,50,,,
2022,175631158,158843781,1,4,,,,57,54,M,20,20,,54,
2022,175631159,158843782,1,4,,,,28,25,M,20,20,,25,
2022,187221545,168963823,1,4,,,,48,45,M,40,20,R,45,
2022,175631160,158843783,1,1,,,,104,NS,X,99,50,,,
2022,175710834,158913309,1,4,,,,103,00,U,98,40,R,,
2022,175631161,158843784,1,1,,,,104,NS,X,99,50,,,
2022,175631162,158843785,1,4,,,,37,34,F,10,10,,34,
2022,186961837,168742688,1,4,,,,35,32,F,10,20,R,32,
2022,175631163,158843786,1,1,,,,104,NS,X,99,50,,,
2022,175090731,158371777,1,4,,,,60,57,M,10,40,R,57,
2022,175631164,158843787,1,1,,,,104,NS,X,99,50,,,
2022,175631165,158843788,1,1,,,,104,NS,X,99,50,,,
2022,186961838,168742689,1,4,,,,27,24,F,20,20,U,24,
2022,175631166,158843789,1,1,,,,104,NS,X,99,50,,,
2022,186961839,168742689,2,1,,,,104,NS,X,99,50,,,
2022,175631167,158843790,1,1,,,,104,NS,X,99,50,,,
2022,186961840,168742689,3,8,,,,104,NS,X,99,50,,,
2022,186961841,168742690,1,4,,,,34,31,M,10,20,R,31,
2022,175631168,158843791,1,1,,,,104,NS,X,99,50,,,
2022,175631169,158843792,1,1,,,,104,NS,X,99,50,,,
2022,186961842,168742691,1,4,,,,36,33,F,98,20,N,33,
2022,175631170,158843793,1,1,,,,104,NS,X,99,50,,,
2022,186961843,168742692,1,4,,,,26,23,M,10,20,R,23,
2022,175631171,158843794,1,1,,,,104,NS,X,99,50,,,
2022,175509861,158737480,1,1,,,,104,NS,X,99,50,,,
2022,175631172,158843795,1,1,,,,104,NS,X,99,50,,,
2022,175631173,158843796,1,4,,,,26,23,F,20,20,,23,
2022,176379512,159495367,1,4,,,,18,15,F,20,20,R,15,
2022,175631174,158843797,1,4,,,,30,27,M,98,40,,27,
2022,175631175,158843798,1,1,,,,104,NS,X,99,50,,,
2022,178138657,161032985,1,4,,,,26,23,F,10,20,R,23,
2022,175631176,158843799,1,1,,,,104,NS,X,99,50,,,
2022,175710835,158913310,1,4,,,,37,34,F,20,20,N,34,
2022,175631177,158843800,1,1,,,,104,NS,X,99,50,,,
2022,186961844,168742693,1,4,,,,37,34,F,10,20,R,34,
2022,175631178,158843801,4,4,,,,33,30,F,20,20,R,30,
2022,175631179,158843802,1,8,,,,104,NS,X,99,50,,,
2022,175710836,158913311,1,4,,,,52,49,F,20,20,R,49,
2022,175631180,158843803,1,4,,,,43,40,F,20,20,,40,
2022,186961845,168742694,1,4,,,,60,57,M,98,40,U,57,
2022,175631181,158843804,1,4,,,,42,39,M,10,20,,39,
2022,175631182,158843804,2,4,,,,32,29,F,10,20,,29,
2022,175631183,158843805,1,1,,,,104,NS,X,99,50,,,
2022,176671899,159750353,1,4,,,,103,00,U,98,40,R,,
2022,175631184,158843806,1,1,,,,104,NS,X,99,50,,,
2022,186961846,168742695,1,4,,,,73,70,M,10,40,U,70,
2022,175631185,158843807,1,1,,,,104,NS,X,99,50,,,
2022,175631186,158843808,1,4,,,,82,79,F,20,20,,79,
2022,175509863,158737482,1,1,,,,104,NS,X,99,50,,,
2022,175631187,158843809,1,1,,,,104,NS,X,99,50,,,
2022,186961847,168742696,1,4,,,,61,58,M,10,20,R,58,
2022,175631188,158843810,1,4,,,,54,51,F,20,20,,51,
2022,186961848,168742697,1,4,,,,38,35,F,20,20,N,35,
2022,175631189,158843811,1,4,,,,25,22,M,40,20,,22,
2022,175631190,158843812,1,4,,,,69,66,F,20,20,,66,
2022,186961849,168742698,1,4,,,,31,28,F,10,10,R,28,
2022,180988495,163517616,1,4,,,,65,62,F,10,40,U,62,
2022,175631191,158843813,1,1,,,,104,NS,X,99,50,,,
2022,175631192,158843814,1,4,,,,57,54,M,20,20,,54,
2022,180988496,163517616,2,8,,,,104,NS,X,99,50,,,
2022,175631193,158843815,2,4,,,,38,35,M,10,20,,35,
2022,175710840,158913315,1,8,,,,104,NS,X,99,50,,,
2022,175631194,158843816,1,1,,,,104,NS,X,99,50,,,
2022,186961850,168742699,1,4,,,,38,35,M,10,20,R,35,
2022,175631195,158843817,1,1,,,,104,NS,X,99,50,,,
2022,175631196,158843818,1,1,,,,104,NS,X,99,50,,,
2022,176286985,159414679,1,4,,,,26,23,F,20,20,R,23,
2022,175631197,158843819,1,1,,,,104,NS,X,99,50,,,
2022,176286986,159414679,2,4,,,,27,24,F,20,20,R,24,
2022,175631198,158843820,1,4,,,,26,23,F,98,20,,23,
2022,177537032,160508891,1,4,,,,22,19,M,10,10,N,19,
2022,175631199,158843821,1,1,,,,104,NS,X,99,50,,,
2022,175631200,158843822,1,8,,,,104,NS,X,99,50,,,
2022,177537033,160508891,2,8,,,,104,NS,X,99,50,,,
2022,176286987,159414680,1,4,,,,24,21,F,10,10,U,21,
2022,175631201,158843823,1,1,,,,104,NS,X,99,50,,,
2022,175631202,158843824,1,1,,,,104,NS,X,99,50,,,
2022,175710841,158913316,1,1,,,,104,NS,X,99,50,,,
2022,175631203,158843825,1,1,,,,104,NS,X,99,50,,,
2022,175896339,159076172,1,4,,,,31,28,F,20,20,R,28,
2022,175631204,158843826,1,4,,,,47,44,M,20,20,,44,
2022,175631205,158843827,1,4,,,,69,66,M,20,20,,66,
2022,186961851,168742700,1,4,,,,30,27,M,10,20,U,27,
2022,175631206,158843828,1,1,,,,104,NS,X,99,50,,,
2022,186967952,168748038,1,4,,,,26,23,F,20,20,U,23,
2022,175631207,158843829,1,4,,,,36,33,M,20,20,,33,
2022,176379514,159495369,1,1,,,,104,NS,X,99,50,,,
2022,175631208,158843830,1,1,,,,104,NS,X,99,50,,,
2022,175631209,158843831,1,4,,,,50,47,F,20,40,,47,
2022,186967953,168748040,1,1,,,,104,NS,X,99,50,,,
2022,175631210,158843832,1,3,,,,104,NS,X,99,50,,,
2022,176065558,159221673,1,1,,,,104,NS,X,99,50,,,
2022,175631211,158843833,1,1,,,,104,NS,X,99,50,,,
2022,175631212,158843834,1,1,,,,104,NS,X,99,50,,,
2022,176434579,159543580,1,3,,,,104,NS,X,99,50,,,
2022,175631213,158843835,1,1,,,,104,NS,X,99,50,,,
2022,176065559,159221674,1,3,,,,104,NS,X,99,50,,,
2022,175631214,158843836,1,1,,,,104,NS,X,99,50,,,
2022,175631215,158843837,1,1,,,,104,NS,X,99,50,,,
2022,176379516,159495371,1,4,,,,49,46,F,10,20,U,46,
2022,175631216,158843838,1,4,,,,65,62,F,20,20,,62,
2022,186967956,168748042,1,4,,,,33,30,F,10,20,U,30,
2022,175631217,158843839,1,1,,,,104,NS,X,99,50,,,
2022,185211167,167213873,1,4,,,,10,07,F,10,20,R,07,
2022,175631218,158843840,1,1,,,,104,NS,X,99,50,,,
2022,175631219,158843841,1,4,,,,64,61,F,20,20,,61,
2022,186967957,168748043,1,4,,,,91,88,F,10,20,R,88,
2022,175631220,158843842,1,4,,,,29,26,M,10,20,,26,
2022,175631221,158843843,1,1,,,,104,NS,X,99,50,,,
2022,186967959,168748045,1,1,,,,104,NS,X,99,50,,,
2022,175631222,158843844,1,1,,,,104,NS,X,99,50,,,
2022,175631223,158843845,1,1,,,,104,NS,X,99,50,,,
2022,179965621,162628338,1,4,,,,35,32,F,40,20,N,32,
2022,175631224,158843846,1,1,,,,104,NS,X,99,50,,,
2022,176671901,159750355,2,4,,,,32,29,F,10,20,U,29,
2022,175941645,159115037,1,7,,,,104,NS,X,99,50,,,
2022,176434582,159543583,1,4,,,,36,33,F,10,20,R,33,
2022,175941646,159115038,1,1,,,,104,NS,X,99,50,,,
2022,175941647,159115039,1,1,,,,104,NS,X,99,50,,,
2022,186706069,168520429,1,6,,,,104,NS,X,99,50,,,
2022,175941648,159115040,1,4,,,,71,68,M,10,20,,68,
2022,181018024,163543734,1,4,,,,27,24,F,20,20,R,24,
2022,175941649,159115041,1,1,,,,104,NS,X,99,50,,,
2022,175941650,159115042,1,4,,,,39,36,M,20,20,,36,
2022,176379517,159495372,1,4,,,,61,58,F,20,40,U,58,
2022,175941651,159115043,1,1,,,,104,NS,X,99,50,,,
2022,175941652,159115044,1,4,,,,34,31,M,20,20,,31,
2022,178138658,161032986,1,8,,,,104,NS,X,99,50,,,
2022,175941653,159115045,1,1,,,,104,NS,X,99,50,,,
2022,186967960,168748046,1,1,,,,104,NS,X,99,50,,,
2022,175941654,159115046,1,1,,,,104,NS,X,99,50,,,
2022,175941655,159115047,2,4,,,,35,32,F,20,20,,32,
2022,176379519,159495374,1,1,,,,104,NS,X,99,50,,,
2022,175941656,159115048,1,4,,,,84,81,M,20,40,,81,
2022,176379520,159495375,1,4,,,,26,23,F,10,20,N,23,
2022,175941657,159115049,1,1,,,,104,NS,X,99,50,,,
2022,175941658,159115050,1,1,,,,104,NS,X,99,50,,,
2022,176379521,159495376,1,4,,,,70,67,F,10,20,U,67,
2022,175941659,159115051,1,1,,,,104,NS,X,99,50,,,
2022,176286989,159414682,1,4,,,,41,38,F,10,20,N,38,
2022,175941660,159115052,1,1,,,,104,NS,X,99,50,,,
2022,175941661,159115053,1,1,,,,104,NS,X,99,50,,,
2022,176379522,159495377,1,1,,,,104,NS,X,99,50,,,
2022,175941662,159115054,1,1,,,,104,NS,X,99,50,,,
2022,186967961,168748047,1,4,,,,72,69,F,10,20,R,69,
2022,175942704,159115936,1,1,,,,104,NS,X,99,50,,,
2022,176434583,159543584,1,1,,,,104,NS,X,99,50,,,
2022,175942705,159115937,1,1,,,,104,NS,X,99,50,,,
2022,176434584,159543585,1,1,,,,104,NS,X,99,50,,,
2022,175942706,159115938,1,1,,,,104,NS,X,99,50,,,
2022,175942707,159115939,1,1,,,,104,NS,X,99,50,,,
2022,186967963,168748049,1,4,,,,45,42,M,10,20,R,42,
2022,175942708,159115940,1,1,,,,104,NS,X,99,50,,,
2022,184821716,166874887,1,4,,,,30,27,M,10,20,R,27,
2022,175942709,159115941,1,1,,,,104,NS,X,99,50,,,
2022,175942710,159115942,1,1,,,,104,NS,X,99,50,,,
2022,186967965,168748051,1,4,,,,40,37,M,10,20,R,37,
2022,175942711,159115943,1,1,,,,104,NS,X,99,50,,,
2022,176671903,159750357,1,4,,,,102,99,U,98,20,R,,
2022,176430134,159539609,1,4,,,,43,40,U,40,20,,30,50
2022,185496999,167463539,1,4,,,,28,25,F,10,10,R,25,
2022,176430135,159539610,1,1,,,,104,NS,X,99,50,,,
2022,176430136,159539611,1,1,,,,104,NS,X,99,50,,,
2022,180800418,163353459,1,1,,,,104,NS,X,99,50,,,
2022,176430137,159539612,1,1,,,,104,NS,X,99,50,,,
2022,176671904,159750358,1,4,,,,34,31,M,10,20,R,31,
2022,176430138,159539613,1,1,,,,104,NS,X,99,50,,,
2022,186967967,168748053,1,4,,,,53,50,M,20,20,U,50,
2022,179968226,162630813,1,4,,,,35,32,M,20,20,,32,
2022,179968227,162630814,1,4,,,,65,62,F,98,10,,62,
2022,176671906,159750360,1,3,,,,104,NS,X,99,50,,,
2022,179968228,162630815,1,1,,,,104,NS,X,99,50,,,
2022,179965622,162628339,1,4,,,,10,07,F,10,10,U,07,
2022,179968229,162630816,1,4,,,,45,42,F,20,20,,42,
2022,176434586,159543587,1,8,,,,104,NS,X,99,50,,,
2022,179968230,162630817,1,1,,,,104,NS,X,99,50,,,
2022,177537035,160508893,1,8,,,,104,NS,X,99,50,,,
2022,176434587,159543588,1,4,,,,39,36,M,20,20,N,36,
2022,177010259,160044163,1,1,,,,104,NS,X,99,50,,,
2022,179968231,162630818,1,1,,,,104,NS,X,99,50,,,
2022,179968232,162630819,1,4,,,,57,54,M,10,40,,54,
2022,179965623,162628340,1,4,,,,34,31,M,10,20,U,31,
2022,179968233,162630820,1,1,,,,104,NS,X,99,50,,,
2022,176671907,159750361,1,1,,,,104,NS,X,99,50,,,
2022,179968234,162630821,1,1,,,,104,NS,X,99,50,,,
2022,179968235,162630822,1,1,,,,104,NS,X,99,50,,,
2022,186967969,168748055,1,4,,,,68,65,M,10,20,R,65,
2022,179968236,162630823,1,1,,,,104,NS,X,99,50,,,
2022,179968237,162630824,1,1,,,,104,NS,X,99,50,,,
2022,177741944,160687168,1,4,,,,41,38,M,98,40,R,38,
2022,179968238,162630825,1,1,,,,104,NS,X,99,50,,,
2022,179968239,162630826,1,4,,,,64,61,M,10,20,,61,
2022,177010263,160044167,1,4,,,,26,23,M,10,10,R,23,
2022,179968240,162630827,1,4,,,,38,35,F,20,10,,35,
2022,186967971,168748057,1,1,,,,104,NS,X,99,50,,,
2022,182120488,164516924,1,4,,,,75,72,M,20,20,,72,
2022,177537036,160508894,1,6,,,,104,NS,X,99,50,,,
2022,182120489,164516925,1,4,,,,38,35,F,10,20,,35,
2022,178415668,161279033,1,4,,,,38,35,F,20,20,R,35,
2022,182120490,164516926,1,1,,,,104,NS,X,99,50,,,
2022,182120491,164516927,1,1,,,,104,NS,X,99,50,,,
2022,178415669,161279033,2,4,,,,20,17,F,20,20,R,17,
2022,176434588,159543589,1,8,,,,104,NS,X,99,50,,,
2022,182120492,164516928,1,4,,,,53,50,F,20,20,,50,
2022,182120493,164516929,1,1,,,,104,NS,X,99,50,,,
2022,177537037,160508895,1,4,,,,55,52,M,10,20,N,52,
2022,182120494,164516930,1,1,,,,104,NS,X,99,50,,,
2022,176671908,159750362,1,4,,,,103,00,M,20,20,U,,
